Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
4836519e-704a-1532-04d4-76b3020c5cbc,1996-01-31,,999-86-4505,S99917594,X6266648X,Ms.,Kristal814,Rice937,,,,white,nonhispanic,F,Gardner  Massachusetts  US,742 Prohaska Lane Unit 23,New Bedford,Massachusetts,Bristol County,25005,02743,41.6568362966801,-70.98529242115049,346255.04,133884.45,45556
c5fd333e-21c3-d902-1d5c-d43d2fe253ae,1954-04-06,,999-80-9483,S99956118,X7549384X,Mrs.,Cathie710,Hermiston71,,Barton704,M,white,nonhispanic,F,Medford  Massachusetts  US,507 Abbott Overpass,Middleborough,Massachusetts,Plymouth County,,00000,41.84739903022696,-70.9118357871646,1402479.81,489975.73,96672
c91d045a-1dcd-5baf-e062-fee5d3d87605,1968-12-03,2023-01-11,999-73-2653,S99961740,X26313443X,Mr.,Emil691,Koelpin146,,,M,asian,nonhispanic,M,Norton  Massachusetts  US,633 Harris Flat,Springfield,Massachusetts,Hampden County,25013,01020,42.10287823954814,-72.52020807960872,42326.97,272571.73,7363
1d724415-efc4-8670-05d8-d5e8b87a5a47,2021-11-27,,999-99-6908,,,,Ernestine645,Reichert620,,,,white,hispanic,F,Swansea  Massachusetts  US,1096 Bernier Trail,Athol,Massachusetts,Worcester County,25027,01331,42.5293724609988,-72.26266938861572,4657.85,1464.40,36158
8224be4b-6b94-3b95-9af4-3899490d2db8,1969-07-30,,999-91-7810,S99973321,X22831070X,Mr.,Clint766,Ward668,,,D,white,nonhispanic,M,Methuen  Massachusetts  US,967 Ryan Tunnel Suite 82,Southampton,Massachusetts,Hampshire County,,00000,42.20213856716971,-72.78573663937442,9371.93,232454.73,22960
21dc2865-3c4b-62d5-4766-0812e40732b5,1992-04-27,,999-58-4745,S99957667,X38893919X,Ms.,Eugenie836,Wunsch504,,,S,white,nonhispanic,F,Boston  Massachusetts  US,820 Bechtelar Brook Suite 26,Yarmouth,Massachusetts,Barnstable County,,00000,41.686367272470015,-70.18742219890619,186037.21,596816.38,125173
042472fe-afea-45f4-0833-a363965a63f6,1955-10-07,,999-29-7989,S99919874,X9803642X,Mrs.,Rosann381,Rutherford999,,Dickens475,W,white,nonhispanic,F,Charlton  Massachusetts  US,844 Sawayn Common Unit 56,Salem,Massachusetts,Essex County,25009,01970,42.49202055399366,-70.94276898909638,766017.32,354464.44,48110
8a13f6e4-3505-f8a9-4f9e-ca4b77a71684,1998-10-13,,999-92-4322,S99926434,X49912197X,Mr.,Horace32,Adams676,,,,white,nonhispanic,M,Lexington  Massachusetts  US,653 Runolfsson Street,New Bedford,Massachusetts,Bristol County,25005,02743,41.66209688414769,-70.90184756498638,35549.81,9387.75,35018
784df861-198b-54d2-47a4-757502ad66fd,2020-07-08,,999-42-5438,,,,Indira327,Pagac496,,,,white,nonhispanic,F,Chelsea  Massachusetts  US,212 Mertz Street Suite 26,Hanover,Massachusetts,Plymouth County,,00000,42.135961983636264,-70.81641820185229,6987.95,409.65,45643
18ca9595-e08f-908e-aaa9-6b56ee92d38c,1965-03-08,,999-79-8300,S99962690,X25127212X,Mrs.,Mckenzie208,Collier206,,Runolfsdottir785,M,white,nonhispanic,F,Paris  Ile-de-France  FR,453 Simonis Boulevard Apt 21,Fitchburg,Massachusetts,Worcester County,25027,01420,42.583810037365915,-71.84003852352004,398343.73,1055259.30,152066
d58666f4-3d39-9f05-81f4-bd6bf4861e29,2016-04-27,,999-72-4972,,,,Rosendo998,Kuhn96,,,,black,nonhispanic,M,Millbury  Massachusetts  US,698 Rath Crossing,Haverhill,Massachusetts,Essex County,25009,01832,42.77770350727124,-71.08126142357114,8976.90,3756.78,99722
208242fe-2a66-1022-41c0-c05b2abc1f44,1957-07-05,,999-60-1324,S99964130,X33730400X,Mr.,Forrest301,Ward668,,,M,white,nonhispanic,M,Revere  Massachusetts  US,484 Streich Landing,Falmouth,Massachusetts,Barnstable County,25001,02540,41.546890214879184,-70.60061468767007,108112.84,41026.91,32933
ce442e62-045f-e43e-e093-01568d908d13,1996-11-20,,999-76-3203,S99925371,X15297156X,Mr.,Herschel574,Beahan375,,,,white,nonhispanic,M,Stoneham  Massachusetts  US,324 Spinka Light,Haverhill,Massachusetts,Essex County,25009,01835,42.81885058350285,-71.07013045030592,33746.64,24993.54,29157
70e19c66-daff-d89f-66b8-f1f166a34634,1977-08-30,,999-87-5912,S99977930,X32854851X,Ms.,Nicole384,Prosacco716,,,S,white,nonhispanic,F,Medford  Massachusetts  US,1088 Ullrich Path,Fall River,Massachusetts,Bristol County,25005,02720,41.57665084242664,-71.08335717709042,113455.89,22680.52,99534
9d662f6b-a857-23dd-d582-37e818ebd94c,1968-12-03,,999-87-8735,S99912611,X27956207X,Mr.,Antoine384,Miller503,,,M,asian,nonhispanic,M,North Seekonk  Massachusetts  US,382 Schamberger Parade,Springfield,Massachusetts,Hampden County,25013,01020,42.122286945220004,-72.51649010653335,9384.96,81978.98,7363
0c4a29fe-bc92-ee21-4fec-b88c8474f9c2,2015-07-20,,999-48-8072,,,,Lashaun800,Runte676,,,,white,nonhispanic,F,Turin  Piedmont  IT,839 Haley Promenade Apt 25,East Brookfield,Massachusetts,Worcester County,25027,01515,42.21521012737378,-72.08414315366336,17587.95,1302.99,48671
d1477dcf-6719-a16b-3c93-b1e025275053,2003-09-08,,999-64-4885,S99967629,,Mr.,Michael441,Gaylord332,,,,white,nonhispanic,M,Grafton  Massachusetts  US,1067 Lynch Street,Worcester,Massachusetts,Worcester County,25027,01606,42.272328178588126,-71.80650059571913,30972.18,101.86,42201
d95870fb-f087-6e0d-8b5a-0740b92ae585,2015-09-08,,999-23-8617,,,,Dirk334,Botsford977,,,,white,nonhispanic,M,Weymouth  Massachusetts  US,1014 Nikolaus Station,Chester,Massachusetts,Hampden County,25003,01011,42.26868987330278,-72.95912284317467,15635.96,2351.83,42409
2e3c81ac-a4be-8953-ec45-744143257f22,1969-03-26,,999-27-8243,S99953201,X69760211X,Mr.,Palmer257,Rice937,,,W,white,nonhispanic,M,Sandwich  Massachusetts  US,616 Rosenbaum Promenade,Worcester,Massachusetts,Worcester County,25027,01583,42.26495312631722,-71.79111967697911,73365.95,0.00,74594
3d9467d4-10fb-287b-548b-16be10cddd01,2008-11-26,,999-59-5238,,,,Bong390,Carroll471,,,,white,nonhispanic,F,Amherst  Massachusetts  US,414 Goldner Trailer,Quincy,Massachusetts,Norfolk County,25021,02170,42.30115506719346,-70.97500726469566,202674.28,86779.82,78458
699ce5c6-eddf-8f6a-6b48-3ec9a2ec40ec,2002-10-15,,999-89-7354,S99988374,X86168855X,Ms.,Elane105,O'Kon634,,,,white,nonhispanic,F,Springfield  Massachusetts  US,365 Mills Gardens Apt 2,Scituate,Massachusetts,Plymouth County,25023,02066,42.20839191436906,-70.72745943035383,36998.28,977729.06,88351
a9f0b576-896d-3b2b-e05c-e6ed0ff8ff88,1970-09-04,,999-27-1482,S99973915,X59344745X,Mr.,Luis923,Salinas3,,,W,black,hispanic,M,Havana  Havana  CU,508 Ratke View,Boston,Massachusetts,Suffolk County,25025,02127,42.299938176170166,-71.136445329309,9738.23,394595.36,22441
9abd9470-ef15-d527-fec7-fb38db12c341,1962-08-08,,999-86-5848,S99951876,X15416920X,Mr.,Jude172,Toy286,,,M,asian,nonhispanic,M,Shanghai  Shanghai Municipality  CN,709 Conroy Lock Suite 34,Winchester,Massachusetts,Middlesex County,25017,01890,42.437251415597224,-71.11907938244232,106011.39,23954.46,57398
d8f2b023-9078-cb75-45a7-3cf375588d3b,1957-04-11,,999-35-8977,S99953630,X70793803X,Mrs.,Kathe603,Williamson769,,Deckow585,D,white,nonhispanic,F,Brockton  Massachusetts  US,1035 Ebert Drive,Lowell,Massachusetts,Middlesex County,25017,01854,42.64227930162387,-71.24704321650931,390930.48,1667948.86,128936
1df2cc37-cb2e-0ce5-6ba7-1d4e2a9b2f97,1951-11-18,1997-01-11,999-85-9322,S99944695,X50381556X,Mr.,Mark765,Ziemann98,,,M,white,nonhispanic,M,Waltham  Massachusetts  US,405 Kunde Bypass,Fall River,Massachusetts,Bristol County,25005,02720,41.71695388241552,-71.14741423602614,105357.67,443857.96,23845
6f3af0ba-5d46-edf3-e3ab-8bf7f602eadd,2001-07-31,,999-18-7833,S99991875,X16569840X,Ms.,Clarissa466,Smith67,,,,white,hispanic,F,Brockton  Massachusetts  US,973 Greenfelder Village Unit 62,Acushnet,Massachusetts,Bristol County,,00000,41.7132817956124,-70.91307518489062,91952.76,833224.40,38216
b9aa6847-c562-9385-51da-f6106919465a,1987-11-14,,999-22-9736,S99938649,X53594850X,Mrs.,Chasity985,Waters156,,Deckow585,M,white,nonhispanic,F,Boston  Massachusetts  US,226 Dicki Ferry,Amesbury,Massachusetts,Essex County,25009,01913,42.80705829287424,-70.99198474650001,559084.98,161423.60,97344
0055a342-d8cf-3420-1477-2d20cea8c18c,1973-07-30,,999-39-9047,S99970135,X9180653X,Mrs.,Frank378,Wiegand701,,Haley279,M,white,nonhispanic,F,Hudson  Massachusetts  US,1081 Orn Center,Attleboro,Massachusetts,Bristol County,25005,02703,41.84248419590247,-71.39622086446963,15497.49,1404371.58,12267
3fd6cdae-4a01-5330-f7f7-9ed02e0678e7,1971-05-01,,999-11-4320,S99956863,X81172112X,Mr.,Neville893,Ondricka197,,,S,white,hispanic,M,Medfield  Massachusetts  US,287 Johns Lock,Boxford,Massachusetts,Essex County,25009,01921,42.73305958843691,-70.98080248978833,59863.78,40525.57,965264
54e51875-b4c8-9071-d784-dab74a1c237a,1951-11-18,1992-02-01,999-15-7078,S99950453,X43432380X,Mr.,Truman805,Lowe577,,,M,white,nonhispanic,M,Quincy  Massachusetts  US,492 Klocko Route,Fall River,Massachusetts,Bristol County,25005,02720,41.64731956504521,-71.17453159196008,30921.88,143051.20,23845
c385fd3c-2748-e75f-6818-6399f6a5e7a0,1972-03-21,,999-49-4491,S99973433,X30035585X,Mrs.,María842,Vanegas191,,Jurado563,M,white,hispanic,F,La Paz  Baja California  MX,135 Koch Camp Apt 1,Salem,Massachusetts,Essex County,25009,01970,42.47679797095462,-70.89292967997292,1121272.08,979572.31,80760
fa98c5e3-bdb0-7804-d263-a7980b3fde6e,1956-11-08,,999-58-4514,S99999456,X54995440X,Mr.,Darryl392,Durgan499,,,S,white,nonhispanic,M,New Marlborough  Massachusetts  US,980 Breitenberg Esplanade Suite 95,Randolph,Massachusetts,Norfolk County,25021,02368,42.13684651414665,-71.00998317923586,12958.40,265242.06,21483
eebcb227-9e9d-2d2a-db8a-6ecff1a7cc2b,1977-02-26,,999-60-3706,S99952524,X80528583X,Mrs.,Felicia295,Schaden604,,Crona259,M,white,nonhispanic,F,Carver  Massachusetts  US,728 Kutch Dam Suite 89,Kingston,Massachusetts,Plymouth County,25023,02364,42.00441669334263,-70.69795701907879,98284.79,1508893.16,25381
c8ca8433-2baa-397e-42a0-2b14a2e27cad,1966-03-24,,999-63-8231,S99977758,X38263846X,Mrs.,Shandi937,Tromp100,,Kling921,M,white,nonhispanic,F,Fall River  Massachusetts  US,532 Fahey Crossroad Apt 18,Stoughton,Massachusetts,Norfolk County,,00000,42.12670717685028,-71.0793289206989,328106.09,845850.78,132791
720ad2da-2e59-1d9f-4602-f02595fa803d,1995-12-21,,999-71-2628,S99993640,X2516032X,Mr.,Bryant814,Heaney114,,,,white,nonhispanic,M,Haverhill  Massachusetts  US,853 Schneider Rest Unit 23,Boston,Massachusetts,Suffolk County,25025,02118,42.34155615763268,-71.07048612009328,31206.05,1326.09,69824
d21c9bfe-2e4f-4bf4-9ddf-c2ffc6ad11b2,1974-04-24,2003-05-03,999-72-9645,S99971908,X31869564X,Ms.,Malvina930,Cremin516,,,S,white,nonhispanic,F,Chelmsford  Massachusetts  US,593 Steuber Lodge Unit 68,Braintree,Massachusetts,Norfolk County,25021,02184,42.233067185517946,-71.0210247035372,141044.45,551261.82,25214
055f9ef8-2eac-388c-6043-cdec14cd90a6,1965-05-28,2015-03-16,999-11-6681,S99911162,X13795837X,Mr.,Lionel365,Heaney114,,,D,white,nonhispanic,M,Chelsea  Massachusetts  US,682 Okuneva Dale,South Yarmouth,Massachusetts,Barnstable County,25001,02664,41.70837330083242,-70.16490208118339,69902.94,102766.50,181089
0428de07-c75b-8be3-bbf2-406b41943f5c,2012-09-10,,999-71-5215,,,,Derick144,Kulas532,,,,white,nonhispanic,M,North Adams  Massachusetts  US,801 Mraz Path,Gloucester,Massachusetts,Essex County,25009,01930,42.62469547429149,-70.65540064609905,16061.42,0.00,160966
e5559e2f-8706-a4a6-ecb3-5f19a58b6579,2006-05-29,,999-65-1037,S99953314,,,Antonio44,Buckridge80,,,,white,nonhispanic,F,Barnstable  Massachusetts  US,363 Zieme Way Suite 50,Wakefield,Massachusetts,Middlesex County,25009,01940,42.51853684484971,-71.07473397796463,30190.37,416.72,151663
06cc08c5-83c5-4049-118e-54ae2020204d,1957-07-05,2013-03-13,999-90-6111,S99999650,X12432522X,Mr.,Edgar153,Konopelski743,,,S,white,nonhispanic,M,Ocean Bluff-Brant Rock  Massachusetts  US,249 Koelpin Path Apt 62,Brookline,Massachusetts,Norfolk County,25021,02445,42.35638353029742,-71.0617324809622,8052.35,42491.28,7664
e6214f33-c40d-b607-0cac-f50acd35573e,1965-05-28,,999-35-9729,S99933108,X46689787X,Mr.,Lucius907,Weissnat378,,,M,white,nonhispanic,M,Easton  Massachusetts  US,441 Monahan Knoll Suite 85,South Yarmouth,Massachusetts,Barnstable County,25001,02664,41.64018736102934,-70.14597063667819,73492.95,48007.24,181089
9534a044-a0ed-7820-db48-d241e36e5ece,1957-07-05,2005-08-11,999-18-1686,S99941853,X45974760X,Mr.,Guy979,Crooks415,,,M,white,nonhispanic,M,Nantucket  Massachusetts  US,192 Wolf Center,Brookline,Massachusetts,Norfolk County,25021,02446,42.326668859909596,-71.07596984646112,10999.65,93045.54,7664
1a269900-ceb9-3315-2c9e-fcebc2b40c34,1974-04-24,,999-89-6231,S99990527,X89296068X,Mrs.,Lyndsay952,Cremin516,,Mosciski958,D,white,nonhispanic,F,Fiskdale  Massachusetts  US,1009 Koss Fort,Braintree,Massachusetts,Norfolk County,25021,02184,42.25222781231214,-71.0169395512321,408972.06,685777.93,25214
726def74-adc5-59db-6d45-16319111cda5,1968-05-22,,999-74-9262,S99927543,X78153810X,Ms.,Vernita491,Rippin620,,,S,white,nonhispanic,F,Quincy  Massachusetts  US,1062 Hickle Quay Suite 1,Billerica,Massachusetts,Middlesex County,,00000,42.54822642150467,-71.28881368626365,349247.81,814885.56,156667
0808db64-b7ba-866e-6be9-143d4717eb03,1940-04-28,,999-16-6448,S99923596,X57286244X,Mr.,Cyril535,Schowalter414,,,W,white,nonhispanic,M,Winchester  Massachusetts  US,617 Harber Dam,Attleboro,Massachusetts,Bristol County,25005,02703,41.93250173309796,-71.3097217339825,233273.22,340273.76,79870
410233a2-d6fa-5325-bc0c-baae444e0e73,2007-11-07,,999-65-5719,,,,Claribel706,Bednar518,,,,white,nonhispanic,F,Lawrence  Massachusetts  US,937 Hirthe Light,Quincy,Massachusetts,Norfolk County,25021,02186,42.31322682188975,-71.00219879246953,19869.77,2029.50,54118
61323859-9ef0-33bc-d75d-bf7459833f49,2015-06-14,,999-38-3177,,,,Emerita401,Erdman779,,,,white,nonhispanic,F,Cambridge  Massachusetts  US,1090 Jast Lock Suite 86,Arlington,Massachusetts,Middlesex County,25017,02474,42.459863940344185,-71.12834415553884,14956.26,0.00,43386
b2123d75-fc25-1460-bb31-c7f1b371fb31,1951-11-18,2019-07-21,999-57-3570,S99963353,X78407478X,Mr.,Jonathon205,Legros616,,,M,white,nonhispanic,M,Methuen  Massachusetts  US,903 Jacobi Crossroad,Fall River,Massachusetts,Bristol County,25005,02721,41.701604667178714,-71.03306346306718,117371.41,2496290.65,23845
ef58e28b-29fb-d4ea-b4f9-51d730786def,1980-05-09,,999-40-8789,S99927084,X40956469X,Mrs.,Arthur650,Mitchell808,,Hermann103,M,white,nonhispanic,F,Taunton  Massachusetts  US,787 Osinski Underpass Unit 44,Williamstown,Massachusetts,Berkshire County,25003,01267,42.712693156915165,-73.19824320189142,12058.21,782163.70,22951
92516239-0a42-c979-f34c-038455556d9a,1976-07-25,,999-30-4310,S99969135,X70997134X,Mrs.,Lester513,Feeney44,,Treutel973,W,black,nonhispanic,F,Ludlow  Massachusetts  US,806 Gottlieb Ferry,Sturbridge,Massachusetts,Worcester County,25027,01566,42.140981426015856,-72.0601357157048,234044.88,777985.90,136798
8b5d4850-b21e-cb67-af7c-99e5c8de0dc1,1973-05-19,,999-82-3907,S99919192,X24255885X,Mr.,Mac103,Spencer878,,,M,white,nonhispanic,M,Buckland  Massachusetts  US,701 Hagenes Promenade Apt 58,Canton,Massachusetts,Norfolk County,,00000,42.21692288433475,-71.14406680569887,106033.92,31791.08,77666
6779c73b-612b-f190-f124-437d7d40a2aa,1994-10-20,,999-82-7308,S99945073,X10874252X,Mr.,Kendall673,Ward668,,,S,white,nonhispanic,M,Norton  Massachusetts  US,871 Tremblay Mill,Worcester,Massachusetts,Worcester County,25027,01545,42.39144468460152,-71.74796255709518,38199.46,1847.74,136103
b24750ce-e4e7-274b-3848-5829c1c0517c,1971-03-06,,999-98-3830,S99996625,X87726972X,Ms.,Ashely524,Gibson10,,,S,white,nonhispanic,F,Upton  Massachusetts  US,1088 Sporer Crossroad Apt 87,Newbury,Massachusetts,Essex County,,00000,42.74520334680722,-70.82958817108778,228487.07,239105.00,154650
cec366fa-162a-2989-a76f-ba51616aa358,1959-06-29,,999-27-6485,S99990886,X1601687X,Mr.,Rodrigo242,Jacobi462,,,D,white,nonhispanic,M,Boston  Massachusetts  US,801 Powlowski Byway Unit 58,Agawam,Massachusetts,Hampden County,25013,01001,42.04221353249669,-72.6075390480025,118959.58,15483.13,139676
4a3ba7b5-b520-a34f-0eb8-0852739d4ca8,2014-09-26,,999-42-8060,,,,Hee424,Brakus656,,,,white,nonhispanic,F,Duxbury  Massachusetts  US,540 Ankunding Heights Apt 40,Mattapoisett,Massachusetts,Plymouth County,,00000,41.64771899117693,-70.8486447214594,9476.18,5070.21,66996
4a22a305-d16b-dd7c-28f6-0f2527c94d69,2016-08-26,,999-21-7860,,,,Reid278,Considine820,,,,white,nonhispanic,M,Fall River  Massachusetts  US,416 Flatley Promenade Apt 13,Worcester,Massachusetts,Worcester County,25027,01545,42.21058535981428,-71.80797470419128,3387.86,10681.05,116714
953626a6-20ea-1e53-6e4a-ed003747e8b2,1962-09-26,,999-98-8532,S99944447,X69483803X,Mr.,Trenton748,Pacocha935,,,M,white,nonhispanic,M,Georgetown  Massachusetts  US,316 Mann Tunnel,Newburyport,Massachusetts,Essex County,25009,01951,42.76930560059737,-70.88152374166035,92129.10,9648.81,119393
efc1dd9c-dbca-d693-bec7-8374720d7491,1996-10-07,,999-34-9864,S99999543,X76217134X,Mr.,Earle679,O'Kon634,,,,white,nonhispanic,M,North Reading  Massachusetts  US,900 Gislason Avenue Unit 64,Leominster,Massachusetts,Worcester County,25027,01420,42.613613981869015,-71.84076862467687,83777.83,725479.32,68906
a16fa8b1-e3fd-4e8c-e2ef-8dd4a02358ae,1952-03-14,2018-10-08,999-69-1667,S99996584,X4043371X,Mr.,Kenneth671,Boehm581,,,M,white,nonhispanic,M,Framingham  Massachusetts  US,943 Bahringer Ranch Apt 94,Malden,Massachusetts,Middlesex County,25017,02155,42.39683077247964,-71.02684409711996,113452.60,95431.24,143244
d239db69-242a-8861-ab35-538fc9238fb6,2002-12-04,,999-52-7179,S99989113,X60016954X,Mr.,Elias404,Harber290,,,,white,nonhispanic,M,Somerset  Massachusetts  US,543 Skiles Stravenue,Amherst Center,Massachusetts,Hampshire County,,00000,42.3531298501691,-72.56174669502124,3671.10,21909.02,10516
cd7881a1-adb8-6abd-3d72-53139889d473,2003-12-25,,999-67-1065,S99988579,,Ms.,Tonia627,Conroy74,,,,white,nonhispanic,F,East Longmeadow  Massachusetts  US,180 Jones Harbor Apt 1,South Amherst,Massachusetts,Hampshire County,,00000,42.3081801266103,-72.55727767863206,88809.53,659622.28,100915
6b9ef22e-6d68-1ca9-8d70-286afe4f15eb,1951-11-18,,999-22-9745,S99983688,X84235997X,Mr.,Ellsworth48,Ritchie586,,,S,white,nonhispanic,M,Wilmington  Massachusetts  US,572 Christiansen Crossroad,Fall River,Massachusetts,Bristol County,25005,02723,41.72779637693309,-71.16021276851588,155923.45,708967.50,23845
b1866782-3891-8dfa-e0a8-e30e696b9909,1958-07-01,,999-85-9841,S99985533,X43477816X,Mrs.,Sabina296,Hermiston71,,Boyer713,M,white,nonhispanic,F,Randolph  Massachusetts  US,779 Waters Dale Suite 2,Somerville,Massachusetts,Middlesex County,25017,02143,42.408222166684695,-71.07745036802532,17051.92,795210.52,12459
5377152c-dad4-397b-f95f-c7861a2ead19,1953-08-17,2018-08-12,999-86-8079,S99956717,X31167020X,Mr.,Donnell534,Homenick806,,,M,white,nonhispanic,M,Malden  Massachusetts  US,841 Schultz Port Suite 81,Longmeadow,Massachusetts,Hampden County,25013,01106,42.07545515568717,-72.61463815947621,551771.43,832185.15,86762
96c6695e-6d99-c450-f0fc-c59e6e2ca27d,1952-03-14,2008-04-11,999-17-3882,S99914421,X16443658X,Mr.,Jeremy766,Veum823,,,M,white,nonhispanic,M,Lowell  Massachusetts  US,1096 Jaskolski Branch Apt 11,Malden,Massachusetts,Middlesex County,25017,02148,42.39583878096851,-71.0164525094365,102418.81,133047.14,143244
3baf0826-2d11-53e9-990d-96bd4285d042,2001-07-14,,999-42-9160,S99926363,X969200X,Ms.,Eva64,Padilla483,,,,white,hispanic,F,Marigot  Saint Andrew Parish  DM,233 Hartmann Bridge,Douglas,Massachusetts,Worcester County,,00000,42.074290461122196,-71.76901728247974,111947.95,359316.42,93102
ca9df468-b8c6-2581-805c-9ad0c310cf3a,2018-09-13,,999-74-3391,,,,Lee268,Greenfelder433,,,,white,nonhispanic,F,West Tisbury  Massachusetts  US,753 Bruen Course,Cambridge,Massachusetts,Middlesex County,25017,02472,42.41368155055876,-71.1617645305103,450.00,8422.18,20530
f350dfde-e138-82c4-d09b-70213886ca0d,1998-12-10,,999-45-6638,S99963553,X30571334X,Ms.,Elba502,Schmitt836,,,,white,nonhispanic,F,Green Harbor-Cedar Crest  Massachusetts  US,1012 Bins Stravenue Suite 12,Canton,Massachusetts,Norfolk County,,00000,42.18728557005112,-71.16097190628035,74430.88,153618.00,107711
04da255f-29ee-8899-7c98-9537d1af56ed,1976-04-16,,999-96-5641,S99988324,X19169866X,Mrs.,Caryl47,Glover433,,Robel940,M,white,nonhispanic,F,Walpole  Massachusetts  US,677 Howell Spur,Cambridge,Massachusetts,Middlesex County,25017,02142,42.339034713967486,-71.14225976630944,143533.26,577852.67,962433
b1fc2f70-f170-8ba2-d613-62d3249a6cc9,1965-12-16,,999-35-6037,S99911320,X63964684X,Mr.,Ellis535,Spencer878,,,M,white,nonhispanic,M,Fall River  Massachusetts  US,335 Gutkowski Quay,Leominster,Massachusetts,Worcester County,25027,01420,42.62799247478864,-71.85745899078549,123228.49,58507.30,142643
2d4bb543-3e79-4125-6a78-7c22d35d08c6,1952-03-14,2022-02-23,999-53-5675,S99921282,X86103085X,Mr.,Chester802,Morissette863,,,D,white,nonhispanic,M,Merrimac  Massachusetts  US,464 White Dale,Malden,Massachusetts,Middlesex County,25017,02155,42.388876732243155,-71.01075191632822,127499.28,143284.52,143244
a0442b58-db97-97c2-40ad-13d659bbf051,2007-11-19,,999-21-4865,,,,Maryetta775,Treutel973,,,,white,nonhispanic,F,Ipswich  Massachusetts  US,894 Johnston Mall,Salem,Massachusetts,Essex County,25009,01970,42.54412702406315,-70.94740776592245,8900.00,512383.11,25562
1409d4e3-c14f-f9fa-0447-45e9fff58224,2001-03-22,,999-55-5304,S99930623,X43863577X,Ms.,María Soledad68,Blanco851,,,,white,hispanic,F,Juarez  Chihuahua  MX,236 Jacobs Rue Apt 21,Springfield,Massachusetts,Hampden County,25013,01013,42.180321364149556,-72.47672036726027,73973.11,156747.15,73053
4114b494-2bd0-dcdb-58e7-35b35a3a7287,1945-08-01,2020-03-30,999-91-8171,S99914462,X63576615X,Ms.,Yasmine182,Gerlach374,,,S,white,nonhispanic,F,Arlington  Massachusetts  US,259 Walsh Trafficway,Lowell,Massachusetts,Middlesex County,25017,01854,42.69131663869319,-71.32710489637242,1537853.36,761978.95,68758
99b05eef-2320-2e69-843a-ff8e7448c9df,1965-09-06,,999-81-8751,S99975453,X14904919X,Mr.,Olin642,Prosacco716,,,D,black,hispanic,M,Milton  Massachusetts  US,726 Jenkins Walk Unit 36,Franklin,Massachusetts,Norfolk County,25021,02038,42.07135523582655,-71.44708575190893,88714.58,118196.22,71387
5bd1449c-5c5d-fed9-1650-d30e8dacbf66,1942-12-20,,999-90-4590,S99918253,X86419056X,Ms.,Vivan376,Kuhlman484,,,S,white,nonhispanic,F,Williamstown  Massachusetts  US,191 Stokes Landing,West Springfield,Massachusetts,Hampden County,25013,01089,42.103115191883504,-72.68926122689913,1601351.25,267301.26,119822
e381c5f2-d490-878d-de2f-e01e31144a1e,1989-11-22,,999-59-5517,S99951597,X53024387X,Mrs.,Anette189,Schroeder447,,Kunde533,M,white,nonhispanic,F,Springfield  Massachusetts  US,524 Lynch Throughway,Norwell,Massachusetts,Plymouth County,,00000,42.20092868548981,-70.84933512885166,179348.68,470335.59,142818
e7e4e3ea-b949-febe-1784-dc96f448164f,1957-07-05,2008-09-20,999-70-6131,S99993077,X75709170X,Mr.,Kenny207,Jerde200,,,M,white,nonhispanic,M,Cambridge  Massachusetts  US,817 Thiel Parade,Brookline,Massachusetts,Norfolk County,25017,02467,42.3227804152833,-71.13978095567458,52802.04,745272.75,7664
0c9647da-67c1-ed48-bf93-e09b56cffc15,1945-08-01,,999-79-1230,S99961778,X42886780X,Ms.,Lorrine765,Padberg411,,,S,white,nonhispanic,F,Boston  Massachusetts  US,283 Bashirian Village,Lowell,Massachusetts,Middlesex County,25017,01854,42.65903739696214,-71.38449474891553,732860.83,239752.93,68758
8fc17b32-236e-58a4-0156-f781fccf6d97,1952-03-14,,999-62-3438,S99933036,X55302152X,Mr.,Brady998,Hauck852,,,D,white,nonhispanic,M,Belchertown  Massachusetts  US,845 Sporer Trail,Malden,Massachusetts,Middlesex County,25017,02155,42.3837049081785,-71.07716597670546,175999.58,745334.54,143244
447b1605-d362-edb5-3fd7-13e0cb6f6aa4,1985-08-20,,999-62-3717,S99963647,X39958304X,Mr.,Arturo47,Villalpando154,,,S,white,hispanic,M,Panama City  Panama  PA,571 O'Conner Rapid,Chelmsford,Massachusetts,Middlesex County,,00000,42.613204036754915,-71.33187039854627,49307.63,47600.72,50778
f56add57-6ca1-f133-7df1-cb1de6ab7adf,1986-04-16,,999-80-5358,S99916518,X35102121X,Mr.,Ismael683,Metz686,,,M,white,hispanic,M,Pembroke  Massachusetts  US,734 Bartell Rue Suite 15,Holbrook,Massachusetts,Norfolk County,25021,02368,42.11180464452736,-71.01979772600379,91369.10,699891.56,30959
ac742ab6-7508-357e-cfe8-b5a3e15eb65a,1979-01-03,,999-16-6657,S99929162,X76297843X,Mr.,Gregorio366,Martínez540,,,S,white,hispanic,M,Roseau  Saint George  DM,169 Howe Mews Suite 74,Athol,Massachusetts,Worcester County,25027,01331,42.60478564497165,-72.20136990010286,53190.61,10175.97,102788
